loss,accuracy,val_loss,val_accuracy,lr
6.869889259338379,0.3507142961025238,6.5447306632995605,0.39500001072883606,0.001
6.6100754737854,0.3545714318752289,6.125726222991943,0.4000000059604645,0.001
6.2998366355896,0.3597142696380615,6.007171154022217,0.40400001406669617,0.001
6.173337936401367,0.3619999885559082,5.8727922439575195,0.4050000309944153,0.001
6.0264387130737305,0.3651428520679474,5.707236289978027,0.406000018119812,0.001
5.861547946929932,0.3707142770290375,5.770281791687012,0.4130000174045563,0.001
5.90511417388916,0.37128570675849915,5.666788101196289,0.4090000092983246,0.001
5.709125995635986,0.3821428418159485,5.452346324920654,0.42100003361701965,0.001
5.655884265899658,0.3791428506374359,5.429786682128906,0.40300002694129944,0.001
5.629502773284912,0.38414284586906433,5.437032699584961,0.43300002813339233,0.001
5.5779595375061035,0.4002857208251953,5.500349998474121,0.4310000240802765,0.001
5.563148498535156,0.40228569507598877,5.287686824798584,0.4240000247955322,0.001
5.4705657958984375,0.4059999883174896,5.500068187713623,0.4520000219345093,0.001
5.44978666305542,0.41528570652008057,5.151817321777344,0.43700000643730164,0.001
5.378457546234131,0.4197142720222473,5.283196449279785,0.4320000112056732,0.001
5.343475818634033,0.42257142066955566,5.204929351806641,0.4650000333786011,0.001
5.329471588134766,0.4332857131958008,5.167463302612305,0.45100003480911255,0.001
5.362369537353516,0.4275714159011841,5.120996475219727,0.45000001788139343,0.001
5.336798667907715,0.43128570914268494,5.2836432456970215,0.4350000321865082,0.001
5.220643997192383,0.43614286184310913,5.037727355957031,0.4750000238418579,0.001
