loss,accuracy,val_loss,val_accuracy,lr
28.19110679626465,0.27085715532302856,31.568452835083008,0.34599998593330383,0.001
21.316904067993164,0.33628571033477783,18.760854721069336,0.37599998712539673,0.001
11.92459487915039,0.3597142994403839,8.322550773620605,0.41499999165534973,0.001
6.926403522491455,0.3815714418888092,6.830681800842285,0.3779999911785126,0.001
6.011051177978516,0.3961428701877594,5.367081642150879,0.3779999911785126,0.001
5.811552047729492,0.4017142951488495,5.261672496795654,0.414000004529953,0.001
5.560379981994629,0.4108571410179138,4.851125717163086,0.4090000092983246,0.001
5.4436564445495605,0.41999998688697815,4.863432884216309,0.42399999499320984,0.001
5.347938537597656,0.4228571355342865,4.851513862609863,0.41999998688697815,0.001
5.277988910675049,0.43042856454849243,4.783520698547363,0.4090000092983246,0.001
5.208209037780762,0.43128570914268494,4.75034761428833,0.414000004529953,0.001
5.09885311126709,0.44457143545150757,4.559082984924316,0.41600000858306885,0.001
5.0471906661987305,0.44371429085731506,4.693478584289551,0.45399999618530273,0.001
4.959904670715332,0.44371429085731506,4.453441619873047,0.4429999887943268,0.001
4.940676212310791,0.44857141375541687,4.406639099121094,0.4749999940395355,0.001
4.8860063552856445,0.45328572392463684,4.461455345153809,0.4449999928474426,0.001
4.884873867034912,0.4528571367263794,4.399293422698975,0.42899999022483826,0.001
4.773765563964844,0.46000000834465027,4.551923751831055,0.45399999618530273,0.001
4.787878513336182,0.4578571319580078,4.428715705871582,0.4390000104904175,0.001
4.737656116485596,0.4642857015132904,4.37949275970459,0.4699999988079071,0.001
