loss,accuracy,val_loss,val_accuracy,lr
65.416015625,0.3278571367263794,64.369873046875,0.36900001764297485,0.001
63.721275329589844,0.35499998927116394,62.962223052978516,0.36900001764297485,0.001
62.418853759765625,0.38828569650650024,61.848941802978516,0.41700002551078796,0.001
61.55141067504883,0.42085713148117065,61.148338317871094,0.43700000643730164,0.001
60.756370544433594,0.45814284682273865,60.28107452392578,0.5380000472068787,0.001
60.052520751953125,0.5018571615219116,59.8519287109375,0.51500004529953,0.001
59.75868606567383,0.5001428723335266,59.800750732421875,0.5570000410079956,0.001
59.525611877441406,0.4998571276664734,59.493324279785156,0.531000018119812,0.001
59.304229736328125,0.5138571262359619,59.24684524536133,0.5670000314712524,0.001
59.401485443115234,0.5049999952316284,59.4376220703125,0.5470000505447388,0.001
