loss,mae,val_loss,val_mae,lr
8.037632942199707,2.3482742309570312,7.09273099899292,2.180365800857544,0.001
7.349401473999023,2.2429966926574707,7.19499397277832,2.209439754486084,0.001
7.317255020141602,2.2360010147094727,7.116701126098633,2.189716339111328,0.001
7.307745456695557,2.2348220348358154,7.1401872634887695,2.180361032485962,0.001
7.253581523895264,2.223911762237549,7.09168815612793,2.1789517402648926,0.001
7.245988368988037,2.2204737663269043,7.116364479064941,2.177255153656006,0.001
7.185132026672363,2.207719087600708,7.014734268188477,2.1626720428466797,0.001
7.139362812042236,2.1993532180786133,6.842188358306885,2.135277509689331,0.001
7.132720947265625,2.1974947452545166,6.992345809936523,2.1570684909820557,0.001
7.0367045402526855,2.1776959896087646,6.759529113769531,2.123549699783325,0.001
7.003993988037109,2.170360565185547,6.823609828948975,2.1267921924591064,0.001
7.026684761047363,2.1756534576416016,6.879539966583252,2.1372170448303223,0.001
6.993593215942383,2.16770076751709,6.737602710723877,2.12093448638916,0.001
6.949552059173584,2.1576590538024902,6.7796173095703125,2.1136105060577393,0.001
7.025886535644531,2.1720387935638428,6.921786308288574,2.147308111190796,0.001
7.072989463806152,2.183441162109375,6.89434814453125,2.1425321102142334,0.001
7.002750396728516,2.168950080871582,6.786623954772949,2.12160062789917,0.001
6.991042137145996,2.167949914932251,6.765166759490967,2.125073194503784,0.001
6.972323417663574,2.163703680038452,6.677399158477783,2.103703260421753,0.001
6.941912651062012,2.1579713821411133,6.766419410705566,2.1229336261749268,0.001
6.942111015319824,2.1578102111816406,6.633588790893555,2.096646547317505,0.001
6.911399841308594,2.1498663425445557,6.69896125793457,2.106186628341675,0.001
6.940474987030029,2.1560184955596924,6.708319187164307,2.111255407333374,0.001
6.907973766326904,2.1496472358703613,6.761971950531006,2.113485097885132,0.001
6.876476287841797,2.1424014568328857,6.70363712310791,2.1024296283721924,0.001
6.846279621124268,2.135952949523926,6.628515243530273,2.0836973190307617,0.001
6.848339557647705,2.137605667114258,6.754088878631592,2.1315083503723145,0.001
6.75612735748291,2.120311975479126,6.533441543579102,2.077610492706299,0.001
6.837616920471191,2.133038282394409,6.620838642120361,2.0867815017700195,0.001
6.838380336761475,2.1371684074401855,6.431557655334473,2.054781436920166,0.001
6.72074556350708,2.1143109798431396,6.447162628173828,2.0575830936431885,0.001
6.673892974853516,2.1058976650238037,6.709392070770264,2.1025567054748535,0.001
6.805428981781006,2.127915382385254,6.613729476928711,2.0824484825134277,0.001
6.839915752410889,2.1383771896362305,6.669681072235107,2.1042823791503906,0.001
6.881075859069824,2.1448404788970947,6.624712944030762,2.0870931148529053,0.001
6.877545356750488,2.1432371139526367,6.6765899658203125,2.1035773754119873,0.001
6.894976615905762,2.148045539855957,6.68885612487793,2.1035306453704834,0.001
