loss,mae,val_loss,val_mae,lr
18.126354217529297,3.2214810848236084,8.32437801361084,2.1137404441833496,0.001
9.10167407989502,2.2927143573760986,7.615307331085205,2.0654029846191406,0.001
8.397708892822266,2.243492841720581,7.319464206695557,2.0477473735809326,0.001
8.032205581665039,2.2039337158203125,7.02500057220459,2.0153064727783203,0.001
7.759651184082031,2.174750328063965,6.826860427856445,1.9712891578674316,0.001
7.520186901092529,2.1296424865722656,6.841951370239258,1.9752511978149414,0.001
7.379807949066162,2.103996515274048,6.976906776428223,1.9861600399017334,0.001
7.1953935623168945,2.076037645339966,6.257519721984863,1.8684594631195068,0.001
7.039914608001709,2.0519909858703613,6.295909881591797,1.8865894079208374,0.001
6.879456520080566,2.0320050716400146,5.879697799682617,1.805069923400879,0.001
6.806336402893066,2.0258030891418457,6.143091678619385,1.8572866916656494,0.001
6.67239236831665,2.0081627368927,5.847184181213379,1.8098405599594116,0.001
6.607044696807861,2.003004550933838,5.929725646972656,1.8440802097320557,0.001
6.494013786315918,1.985843300819397,5.468480587005615,1.7599210739135742,0.001
6.44186544418335,1.9805951118469238,5.232624053955078,1.6895806789398193,0.001
6.371632099151611,1.971312403678894,5.373366355895996,1.7305734157562256,0.001
6.35685920715332,1.974494457244873,5.259451866149902,1.7166739702224731,0.001
6.247491836547852,1.9524308443069458,5.2510986328125,1.700992465019226,0.001
6.245913505554199,1.9572279453277588,5.160907745361328,1.7050203084945679,0.001
6.286604881286621,1.9657737016677856,5.2773051261901855,1.7070093154907227,0.001
6.193073749542236,1.9496097564697266,5.05537223815918,1.6618404388427734,0.001
6.144341468811035,1.9415040016174316,5.248319625854492,1.708606481552124,0.001
6.081336498260498,1.9308931827545166,5.0748467445373535,1.6888049840927124,0.001
6.125214099884033,1.9421753883361816,5.038898468017578,1.6557354927062988,0.001
6.092381000518799,1.9321714639663696,4.960944175720215,1.656571865081787,0.001
6.047520637512207,1.9273664951324463,5.0347700119018555,1.657887578010559,0.001
6.056402206420898,1.9291337728500366,5.145837783813477,1.7082784175872803,0.001
6.08899450302124,1.9371308088302612,4.954163074493408,1.6425093412399292,0.001
6.051252841949463,1.9312852621078491,5.07503604888916,1.6726672649383545,0.001
6.005930423736572,1.9224551916122437,4.9506611824035645,1.664188265800476,0.001
5.97488260269165,1.9169961214065552,5.259521484375,1.7084459066390991,0.001
6.033040523529053,1.9301506280899048,5.036369800567627,1.679034948348999,0.001
6.020693778991699,1.9272111654281616,4.870523929595947,1.6494812965393066,0.001
5.994362831115723,1.9218236207962036,4.948339939117432,1.6608694791793823,0.001
5.984334945678711,1.9203100204467773,5.041337013244629,1.6729344129562378,0.001
5.995569705963135,1.9229446649551392,5.039783000946045,1.6767926216125488,0.001
5.990406036376953,1.9224532842636108,5.0660505294799805,1.6913508176803589,0.001
5.965506553649902,1.9214808940887451,5.011315822601318,1.6965382099151611,0.001
5.945301532745361,1.915968418121338,4.933119773864746,1.6483163833618164,0.001
5.973055839538574,1.918125867843628,4.983626842498779,1.6666609048843384,0.001
5.909432411193848,1.9118891954421997,4.882590293884277,1.6300612688064575,0.001
5.935205936431885,1.9120830297470093,4.978076457977295,1.6604448556900024,0.001
5.910555362701416,1.9101554155349731,4.804810523986816,1.6303473711013794,0.001
5.956027984619141,1.9167399406433105,4.9527363777160645,1.6528900861740112,0.001
5.887138366699219,1.9032135009765625,4.906680107116699,1.639494776725769,0.001
5.9034624099731445,1.9102450609207153,4.789463043212891,1.6262831687927246,0.001
5.907324314117432,1.9086370468139648,4.88986873626709,1.6310604810714722,0.001
5.906551837921143,1.9088680744171143,5.033491611480713,1.6618034839630127,0.001
5.898767471313477,1.9111882448196411,4.933714389801025,1.6493819952011108,0.001
5.9207763671875,1.9150482416152954,4.853032112121582,1.6392505168914795,0.001
5.882881164550781,1.9066269397735596,5.0760722160339355,1.6938362121582031,0.001
5.876541614532471,1.9047892093658447,4.753452777862549,1.6100722551345825,0.001
5.900327205657959,1.9125893115997314,4.850606918334961,1.640256404876709,0.001
5.874032497406006,1.9060355424880981,4.930582046508789,1.656933307647705,0.001
5.853308200836182,1.9010471105575562,4.931253910064697,1.6888854503631592,0.001
5.874911785125732,1.9078834056854248,5.033410549163818,1.6625090837478638,0.001
5.896018981933594,1.9099071025848389,5.189620494842529,1.7108827829360962,0.001
5.8672895431518555,1.9059436321258545,4.776692867279053,1.6220647096633911,0.001
5.848504543304443,1.9023085832595825,4.803249359130859,1.6251157522201538,0.001
5.855623722076416,1.9066191911697388,4.801600456237793,1.60901939868927,0.001
5.875875473022461,1.9048389196395874,4.898703575134277,1.669487476348877,0.001
5.860934734344482,1.9036221504211426,4.962065696716309,1.6450889110565186,0.001
5.814430236816406,1.8947858810424805,4.79058313369751,1.6240085363388062,0.001
5.847352504730225,1.902673602104187,4.872972011566162,1.6579334735870361,0.001
5.857843399047852,1.9018892049789429,4.8448991775512695,1.6479140520095825,0.001
5.865060329437256,1.9078465700149536,4.864079475402832,1.6387993097305298,0.001
5.79467248916626,1.8935377597808838,4.799193382263184,1.6376045942306519,0.001
5.854497909545898,1.9068330526351929,4.797029495239258,1.614644169807434,0.001
5.797083377838135,1.8926115036010742,4.696925640106201,1.5884040594100952,0.001
5.800104141235352,1.8941419124603271,4.806283950805664,1.6226892471313477,0.001
5.833376884460449,1.900301456451416,4.778598785400391,1.6154428720474243,0.001
5.847699165344238,1.9085652828216553,4.781981468200684,1.6239925622940063,0.001
5.81964111328125,1.8995511531829834,4.778213024139404,1.616391658782959,0.001
5.817237377166748,1.8951579332351685,4.809046268463135,1.6200283765792847,0.001
5.780665874481201,1.8912851810455322,4.766335964202881,1.6217041015625,0.001
5.797735691070557,1.895900011062622,4.783602237701416,1.6075654029846191,0.001
5.820213794708252,1.9010580778121948,4.723847389221191,1.6137950420379639,0.001
5.7956743240356445,1.8965102434158325,4.920240879058838,1.6523562669754028,0.001
5.826346397399902,1.9011868238449097,4.821295261383057,1.6450674533843994,0.001
5.803173542022705,1.894103765487671,4.759485244750977,1.615251898765564,0.001
5.783517360687256,1.8943535089492798,4.825560569763184,1.6251122951507568,0.001
5.7960662841796875,1.8944733142852783,4.7607903480529785,1.6237455606460571,0.001
5.795170307159424,1.894654393196106,4.760222911834717,1.6187046766281128,0.001
5.808681964874268,1.8981984853744507,4.805746555328369,1.6301110982894897,0.001
5.763904094696045,1.8884795904159546,4.7859063148498535,1.6211681365966797,0.001
5.790972709655762,1.8969875574111938,4.703794002532959,1.6104447841644287,0.001
5.8014912605285645,1.8953291177749634,4.742793083190918,1.6114540100097656,0.001
5.756059169769287,1.888569712638855,4.7419562339782715,1.6259922981262207,0.001
5.759866237640381,1.8871904611587524,4.661474704742432,1.591696858406067,0.001
5.744187831878662,1.8855946063995361,4.8222737312316895,1.6398048400878906,0.001
5.763045310974121,1.8921217918395996,4.776064872741699,1.6220933198928833,0.001
5.745074272155762,1.8861052989959717,4.741714000701904,1.6249788999557495,0.001
5.765694618225098,1.8911123275756836,4.745508193969727,1.619719386100769,0.001
5.73573637008667,1.8816113471984863,4.876433372497559,1.6434048414230347,0.001
5.768365383148193,1.8882572650909424,4.693090438842773,1.6128476858139038,0.001
5.75175666809082,1.8891404867172241,4.818131446838379,1.6404757499694824,0.001
5.764795303344727,1.8920551538467407,4.69743537902832,1.5926390886306763,0.001
5.77504301071167,1.8920823335647583,4.799655914306641,1.631260633468628,0.001
5.775292873382568,1.8957568407058716,4.800485134124756,1.6204215288162231,0.001
5.74708890914917,1.8865000009536743,4.640193939208984,1.5837637186050415,0.001
5.729100227355957,1.8818176984786987,4.7296013832092285,1.6110739707946777,0.001
5.752313613891602,1.888520359992981,4.811769485473633,1.6285221576690674,0.001
5.792802333831787,1.898131251335144,4.705201148986816,1.6070290803909302,0.001
