loss,a_1,a_2,b_1,b_2,d_1,d_2,n,mean_metric,val_loss,val_a_1,val_a_2,val_b_1,val_b_2,val_d_1,val_d_2,val_n,val_mean_metric,lr
46.58930206298828,3.0899600982666016,3.0788590908050537,3.4277985095977783,2.934272527694702,1.3849705457687378,1.385778546333313,2.973545789718628,0.6056370735168457,43.06534194946289,2.949988842010498,2.889521360397339,3.3776206970214844,2.8130154609680176,1.1341254711151123,1.3772873878479004,2.858865261077881,0.5758751630783081,0.001
40.226806640625,3.0010862350463867,3.0127084255218506,3.1891329288482666,3.0511105060577393,1.1646307706832886,1.185064673423767,2.9507381916046143,0.5818599462509155,36.88671112060547,2.9539055824279785,2.8097357749938965,3.070939302444458,2.8138175010681152,1.0560381412506104,1.1040632724761963,2.8005826473236084,0.5498189330101013,0.001
35.91276550292969,2.980142593383789,2.90755558013916,3.079111099243164,3.083615303039551,1.088213324546814,1.1203536987304688,2.9320743083953857,0.5699039101600647,32.55487823486328,2.7835655212402344,2.7139244079589844,3.0223031044006348,2.890895128250122,1.022484540939331,0.9764853715896606,2.4663636684417725,0.5255420207977295,0.001
32.570987701416016,2.9197123050689697,2.8422281742095947,3.017129421234131,3.0635087490081787,1.067752718925476,1.0612479448318481,2.895244836807251,0.5590972900390625,30.363779067993164,2.735698699951172,2.7244815826416016,2.879883289337158,2.992733955383301,1.0436867475509644,0.9376351237297058,2.4653635025024414,0.5222873687744141,0.001
30.357603073120117,2.9057834148406982,2.8248071670532227,3.019918441772461,3.060199737548828,1.0410112142562866,1.0512447357177734,2.8943564891815186,0.5568953156471252,27.558181762695312,2.8000972270965576,2.7606585025787354,2.9488072395324707,2.7122936248779297,0.9809306263923645,0.938109278678894,2.4531569480895996,0.516106128692627,0.001
28.09922981262207,2.8897087574005127,2.7814438343048096,2.9294891357421875,3.038609743118286,1.025307059288025,1.0197023153305054,2.8363218307495117,0.5475798845291138,26.270586013793945,2.746755361557007,2.74601411819458,2.813124179840088,2.7072882652282715,0.9412811994552612,0.97306889295578,2.4692671298980713,0.5095507502555847,0.001
26.403650283813477,2.884960651397705,2.805866241455078,2.885641098022461,2.976923704147339,1.0219110250473022,0.9895978569984436,2.857372283935547,0.5443755388259888,25.777563095092773,2.7070813179016113,2.6885826587677,2.681044816970825,2.7238895893096924,0.9682091474533081,1.0226900577545166,2.565465211868286,0.5082507729530334,0.001
25.632658004760742,2.891265392303467,2.789219617843628,2.8577048778533936,3.009471893310547,1.0162383317947388,0.9999014735221863,2.8687000274658203,0.5446569919586182,23.731597900390625,2.7646195888519287,2.6954658031463623,2.8313348293304443,2.741051197052002,0.9934697151184082,0.8983854055404663,2.780261754989624,0.5197523236274719,0.001
24.75025749206543,2.867765188217163,2.763200044631958,2.891624689102173,2.966233968734741,1.0006285905838013,1.0014578104019165,2.871175765991211,0.5423634648323059,23.504358291625977,2.7335453033447266,2.700051784515381,2.809018850326538,2.6748955249786377,0.9467062950134277,0.9842294454574585,2.6544487476348877,0.5130375027656555,0.001
24.198204040527344,2.8461806774139404,2.769526481628418,2.8730392456054688,2.9162039756774902,0.9977991580963135,0.9958155155181885,2.8168797492980957,0.537550687789917,24.007110595703125,2.931077480316162,3.015826463699341,3.128194570541382,2.863696575164795,0.984427273273468,1.0154589414596558,2.535457134246826,0.5453018546104431,0.001
