loss,mae,val_loss,val_mae,lr
14.641914367675781,2.1955716609954834,12.411141395568848,1.9874317646026611,0.001
11.717388153076172,2.042498826980591,10.17898178100586,1.9307847023010254,0.001
9.623370170593262,1.9517185688018799,8.06895923614502,1.7530817985534668,0.001
7.53601598739624,1.7306469678878784,6.394008636474609,1.590345025062561,0.001
6.38985013961792,1.6528745889663696,5.497737407684326,1.5131627321243286,0.001
5.690614700317383,1.6073168516159058,5.1186418533325195,1.5138694047927856,0.001
5.325063705444336,1.5856887102127075,4.712250709533691,1.4666813611984253,0.001
5.128905296325684,1.5670338869094849,4.5582451820373535,1.4447320699691772,0.001
4.885873794555664,1.5297058820724487,4.478153228759766,1.451710820198059,0.001
4.72700309753418,1.5028432607650757,4.242806911468506,1.3832573890686035,0.001
4.578220844268799,1.475515604019165,4.44154167175293,1.4612836837768555,0.001
4.6085004806518555,1.4777989387512207,4.110865592956543,1.3411641120910645,0.001
4.4646220207214355,1.4527963399887085,4.454206466674805,1.4487653970718384,0.001
4.266164779663086,1.4053857326507568,3.783100128173828,1.2774776220321655,0.001
4.067070960998535,1.3661848306655884,3.671779155731201,1.2711929082870483,0.001
3.9189372062683105,1.3286396265029907,3.7217044830322266,1.2540864944458008,0.001
3.854285717010498,1.3172959089279175,3.8488054275512695,1.3220844268798828,0.001
3.8343539237976074,1.3111618757247925,3.7827696800231934,1.2870997190475464,0.001
3.726228713989258,1.2896525859832764,3.4832940101623535,1.2265702486038208,0.001
3.809704303741455,1.3048560619354248,3.5007638931274414,1.20565927028656,0.001
3.6209397315979004,1.2639753818511963,3.700451374053955,1.2893037796020508,0.001
3.681381940841675,1.2749803066253662,3.3511123657226562,1.1926170587539673,0.001
3.610551357269287,1.261647343635559,3.4920921325683594,1.243998646736145,0.001
3.581798791885376,1.2514532804489136,3.437120199203491,1.1867778301239014,0.001
3.6833369731903076,1.2654062509536743,3.2688088417053223,1.1387172937393188,0.001
3.5550544261932373,1.2368773221969604,3.467226266860962,1.179879069328308,0.001
3.515009641647339,1.2275902032852173,3.26326847076416,1.1449421644210815,0.001
3.6115567684173584,1.2452598810195923,3.2297251224517822,1.1013778448104858,0.001
3.5629143714904785,1.2381068468093872,3.2753756046295166,1.1313320398330688,0.001
3.582552194595337,1.2353558540344238,3.26904034614563,1.125670313835144,0.001
3.5171611309051514,1.217112421989441,3.4648983478546143,1.2007728815078735,0.001
3.5436997413635254,1.2283143997192383,3.558605432510376,1.1934279203414917,0.001
3.5279316902160645,1.2164547443389893,3.4502549171447754,1.1708440780639648,0.001
3.424539089202881,1.1872345209121704,3.358734369277954,1.180705189704895,0.001
3.595881700515747,1.2244319915771484,3.2319090366363525,1.0826830863952637,0.001
3.4616737365722656,1.1876417398452759,3.5109589099884033,1.2098218202590942,0.001
3.3716981410980225,1.1649985313415527,3.098935604095459,1.0614556074142456,0.001
3.469630718231201,1.1855947971343994,3.160883665084839,1.060882568359375,0.001
3.4173264503479004,1.1687813997268677,3.093191146850586,1.0471643209457397,0.001
3.4464404582977295,1.1750539541244507,3.3190572261810303,1.115069031715393,0.001
3.4616007804870605,1.173343539237976,3.1023101806640625,1.0436574220657349,0.001
3.3821828365325928,1.1554791927337646,2.917292356491089,0.9676799178123474,0.001
3.373927354812622,1.1545535326004028,3.3218510150909424,1.093245506286621,0.001
3.406637191772461,1.159450888633728,3.026740312576294,1.0030152797698975,0.001
3.385841131210327,1.1535050868988037,3.0907180309295654,1.0205618143081665,0.001
3.3940436840057373,1.1515061855316162,3.168943166732788,1.0620105266571045,0.001
3.404482126235962,1.1578651666641235,3.7962682247161865,1.206490159034729,0.001
3.5164601802825928,1.1677154302597046,3.7131035327911377,1.1949071884155273,0.001
3.3246636390686035,1.1426665782928467,3.2386221885681152,1.0986943244934082,0.001
3.338367462158203,1.143021583557129,3.131960153579712,1.0224148035049438,0.001
3.3676297664642334,1.143515944480896,3.066681385040283,1.0361045598983765,0.001
3.3211727142333984,1.1341345310211182,3.021461248397827,1.0208357572555542,0.001
3.465623378753662,1.1689015626907349,4.412674903869629,1.3489431142807007,0.001
3.5655128955841064,1.1738168001174927,3.0945346355438232,1.054982304573059,0.001
3.3045318126678467,1.1364399194717407,2.8447673320770264,0.9601294994354248,0.001
3.321002960205078,1.1340991258621216,3.4834964275360107,1.1725574731826782,0.001
3.370238780975342,1.1372475624084473,2.9435036182403564,0.9952898621559143,0.001
3.313242197036743,1.1341298818588257,3.2015812397003174,1.0830618143081665,0.001
3.3366825580596924,1.1338176727294922,3.1797118186950684,1.0736665725708008,0.001
3.350801467895508,1.1347908973693848,3.299602508544922,1.0749670267105103,0.001
3.305250883102417,1.1224864721298218,3.0615978240966797,1.0318366289138794,0.001
3.311631917953491,1.1292188167572021,2.9140806198120117,0.9801984429359436,0.001
3.2856125831604004,1.1261085271835327,3.3471038341522217,1.1272672414779663,0.001
3.2377679347991943,1.1123985052108765,2.9339661598205566,1.0064119100570679,0.001
3.2900795936584473,1.121639609336853,2.9527554512023926,0.9901463985443115,0.001
3.271517276763916,1.1157469749450684,2.969285488128662,0.9985033273696899,0.001
3.376786470413208,1.1373436450958252,3.122988700866699,1.0482969284057617,0.001
3.2979660034179688,1.125856637954712,3.1656594276428223,1.058698058128357,0.001
