loss,accuracy,val_loss,val_accuracy,lr
13.897102355957031,0.29185715317726135,10.713644981384277,0.35100001096725464,0.001
10.482687950134277,0.3140000104904175,10.118879318237305,0.3230000138282776,0.001
9.289558410644531,0.3244285583496094,8.600512504577637,0.3479999899864197,0.001
8.672657012939453,0.3378571569919586,7.9381608963012695,0.3630000054836273,0.001
7.732731819152832,0.36085712909698486,7.275784492492676,0.382999986410141,0.001
7.187171459197998,0.37057143449783325,6.5995965003967285,0.38499999046325684,0.001
6.673232555389404,0.37214285135269165,6.160531997680664,0.414000004529953,0.001
6.400091171264648,0.3711428642272949,6.3539042472839355,0.37299999594688416,0.001
6.326849937438965,0.3848571479320526,6.070255279541016,0.38600000739097595,0.001
6.2737040519714355,0.38199999928474426,5.967748165130615,0.4129999876022339,0.001
6.029135704040527,0.3902857005596161,6.146819114685059,0.3840000033378601,0.001
6.083410263061523,0.40057143568992615,5.728547096252441,0.4129999876022339,0.001
5.862691879272461,0.41257143020629883,5.494449138641357,0.44699999690055847,0.001
5.864380359649658,0.42185714840888977,5.607935905456543,0.4350000023841858,0.001
5.708786964416504,0.4348571300506592,5.399676322937012,0.4659999907016754,0.001
5.688685417175293,0.4341428577899933,5.368293285369873,0.44200000166893005,0.001
5.64099645614624,0.4337143003940582,5.384438514709473,0.460999995470047,0.001
5.6096954345703125,0.4408571422100067,5.514798641204834,0.4480000138282776,0.001
5.4901838302612305,0.4408571422100067,5.296526908874512,0.460999995470047,0.001
5.799071311950684,0.4375714361667633,5.33191442489624,0.4429999887943268,0.001
