loss,accuracy,val_loss,val_accuracy,lr
13.492403984069824,0.2939999997615814,10.28984546661377,0.3269999921321869,0.001
10.090198516845703,0.3237142860889435,9.420687675476074,0.35100001096725464,0.001
9.003276824951172,0.33799999952316284,8.594732284545898,0.3050000071525574,0.001
8.241426467895508,0.3484285771846771,7.607223033905029,0.37400001287460327,0.001
7.329374313354492,0.3628571331501007,6.6807403564453125,0.3569999933242798,0.001
6.897593975067139,0.36728572845458984,6.673140048980713,0.35199999809265137,0.001
6.552377223968506,0.373285710811615,6.138265609741211,0.3720000088214874,0.001
6.275930404663086,0.38428571820259094,5.927857875823975,0.40299999713897705,0.001
6.013697147369385,0.40400001406669617,6.084477424621582,0.42500001192092896,0.001
5.953936576843262,0.41842857003211975,5.572197437286377,0.4359999895095825,0.001
5.765527725219727,0.43142858147621155,5.521020889282227,0.42500001192092896,0.001
5.741631507873535,0.4422857165336609,5.231693744659424,0.4659999907016754,0.001
5.472591876983643,0.4490000009536743,5.6724772453308105,0.41499999165534973,0.001
5.50217342376709,0.4498571455478668,5.475561141967773,0.45500001311302185,0.001
5.4148430824279785,0.45014286041259766,5.257055282592773,0.48500001430511475,0.001
5.432873725891113,0.45242857933044434,5.095486640930176,0.4580000042915344,0.001
5.2641825675964355,0.4625714421272278,5.456371307373047,0.4560000002384186,0.001
5.440032482147217,0.45657142996788025,5.3767476081848145,0.4519999921321869,0.001
5.368494987487793,0.4620000123977661,5.092544078826904,0.4699999988079071,0.001
5.234170913696289,0.46214285492897034,5.295948505401611,0.44699999690055847,0.001
