loss,a_1,a_2,b_1,b_2,d_1,d_2,n,mean_metric,val_loss,val_a_1,val_a_2,val_b_1,val_b_2,val_d_1,val_d_2,val_n,val_mean_metric,lr
7.952044486999512,2.5527806282043457,2.5649492740631104,2.608452320098877,2.6223011016845703,0.4073232114315033,0.3780505061149597,1.5497006177902222,0.3957315981388092,10.023340225219727,2.5541043281555176,2.5393757820129395,2.585299491882324,2.6521363258361816,0.4337223172187805,0.474600225687027,1.5252087116241455,0.39796799421310425,0.001
7.528634548187256,2.5292487144470215,2.5695126056671143,2.547861337661743,2.5849673748016357,0.3721284866333008,0.3746813237667084,1.5792958736419678,0.39179813861846924,9.404135704040527,2.543693780899048,2.5419211387634277,2.4957382678985596,2.6030001640319824,0.398747980594635,0.4427509903907776,1.551016092300415,0.39213818311691284,0.001
7.309082984924316,2.5233874320983887,2.5648105144500732,2.483304500579834,2.541516065597534,0.3623041808605194,0.35886460542678833,1.5580978393554688,0.3866869807243347,7.599264144897461,2.51959490776062,2.522670030593872,2.4469974040985107,2.5385615825653076,0.3036770522594452,0.3910909593105316,1.488660454750061,0.3807446360588074,0.001
7.731495380401611,2.506504774093628,2.5632426738739014,2.351125478744507,2.4384782314300537,0.3736109137535095,0.3690127432346344,1.5601907968521118,0.3794870674610138,7.538234710693359,2.5243825912475586,2.532904863357544,2.357271194458008,2.505681276321411,0.3647419512271881,0.32427990436553955,1.5125975608825684,0.37794628739356995,0.001
7.0448222160339355,2.5002756118774414,2.5788261890411377,2.2520153522491455,2.381761312484741,0.3478492498397827,0.33432283997535706,1.540719747543335,0.3724340796470642,6.9798173904418945,2.520643711090088,2.546762704849243,2.2270169258117676,2.3636536598205566,0.2822123169898987,0.3771127462387085,1.4975244998931885,0.3683871924877167,0.001
7.20383882522583,2.4932758808135986,2.575359344482422,2.0082123279571533,2.2471625804901123,0.33589765429496765,0.3463829457759857,1.5040521621704102,0.35912567377090454,5.105564594268799,2.504999876022339,2.547697067260742,1.9777019023895264,2.2241523265838623,0.26031503081321716,0.2644742727279663,1.4941235780715942,0.351480096578598,0.001
6.868098258972168,2.4917361736297607,2.5737414360046387,1.829805612564087,2.1269443035125732,0.33290013670921326,0.3199130892753601,1.4889219999313354,0.34832704067230225,6.449260711669922,2.4980740547180176,2.532578945159912,1.7415552139282227,2.24961519241333,0.3442436456680298,0.25832468271255493,1.4518787860870361,0.34533318877220154,0.001
6.8198747634887695,2.4959399700164795,2.564972400665283,1.5924564599990845,1.9295305013656616,0.3205944001674652,0.31140628457069397,1.471766471862793,0.3334364891052246,4.9658732414245605,2.503571033477783,2.5212697982788086,1.5493301153182983,1.9464199542999268,0.26504769921302795,0.2293996512889862,1.4580373764038086,0.3265521228313446,0.001
6.452164173126221,2.496957302093506,2.558882713317871,1.4263570308685303,1.7640796899795532,0.2908777892589569,0.2980063855648041,1.456125259399414,0.3211040496826172,5.5236077308654785,2.523796558380127,2.5202414989471436,1.406290054321289,1.8525457382202148,0.2386547029018402,0.23453132808208466,1.479233741760254,0.3197228014469147,0.001
6.486147403717041,2.5028045177459717,2.548240900039673,1.3348077535629272,1.5404748916625977,0.30151644349098206,0.28501224517822266,1.4557616710662842,0.3109915852546692,5.037285804748535,2.518986225128174,2.5239644050598145,1.3485139608383179,1.5742323398590088,0.2401479035615921,0.21433000266551971,1.4296300411224365,0.30708417296409607,0.001
6.259582042694092,2.5054991245269775,2.5505189895629883,1.1990950107574463,1.3226014375686646,0.2910250723361969,0.2707655429840088,1.4712326526641846,0.29989105463027954,4.2904486656188965,2.522366523742676,2.5057437419891357,1.384544014930725,1.321460485458374,0.18483926355838776,0.18440350890159607,1.4475477933883667,0.2977755665779114,0.001
6.077337741851807,2.501178026199341,2.5420496463775635,1.1333820819854736,1.2538124322891235,0.27528277039527893,0.26612553000450134,1.4669941663742065,0.2945418059825897,5.2679123878479,2.5042929649353027,2.4873952865600586,1.0635496377944946,1.2475440502166748,0.22839245200157166,0.22611787915229797,1.4928553104400635,0.2883972227573395,0.001
5.859407901763916,2.49484920501709,2.5398426055908203,1.0781956911087036,1.1764520406723022,0.260598748922348,0.25948366522789,1.4781749248504639,0.2897930443286896,4.634557247161865,2.496732234954834,2.4926717281341553,1.3149408102035522,1.130100965499878,0.22267961502075195,0.20837616920471191,1.5806615352630615,0.29450199007987976,0.001
5.948350429534912,2.494502305984497,2.5324041843414307,1.0599514245986938,1.13972806930542,0.2620108127593994,0.26329007744789124,1.492216944694519,0.28842753171920776,4.469737529754639,2.5046567916870117,2.4833478927612305,1.0557855367660522,0.9896290898323059,0.23503777384757996,0.1711963564157486,1.5103185176849365,0.2790340483188629,0.001
5.981665134429932,2.4990146160125732,2.5330820083618164,1.0119130611419678,1.0684362649917603,0.26539888978004456,0.26299938559532166,1.4826037883758545,0.28464847803115845,4.966865539550781,2.4993789196014404,2.5074360370635986,0.9503564834594727,1.0093967914581299,0.24909603595733643,0.18883058428764343,1.4885070323944092,0.27724987268447876,0.001
5.801304340362549,2.495070695877075,2.525499105453491,1.0015850067138672,1.0461781024932861,0.27203333377838135,0.24095837771892548,1.4731106758117676,0.28251659870147705,5.6228837966918945,2.5263450145721436,2.4680261611938477,1.2423431873321533,1.0906312465667725,0.2746027112007141,0.21272945404052734,1.5236108303070068,0.2911244034767151,0.001
6.031482219696045,2.499760627746582,2.524176836013794,0.9956557154655457,0.962766170501709,0.27803635597229004,0.25531843304634094,1.4680814743041992,0.28027284145355225,4.26708984375,2.5126147270202637,2.4859824180603027,1.1472872495651245,0.953766942024231,0.15994012355804443,0.15532022714614868,1.4583567380905151,0.27662819623947144,0.001
5.537681579589844,2.5007588863372803,2.5235939025878906,0.9312928318977356,0.9588869214057922,0.2549136281013489,0.22417646646499634,1.4697624444961548,0.2765042781829834,5.172147274017334,2.518052816390991,2.4652628898620605,1.0579779148101807,0.968460202217102,0.20944949984550476,0.17921769618988037,1.4816195964813232,0.27684828639030457,0.001
5.819356441497803,2.502183198928833,2.521401882171631,0.9149694442749023,0.9578143358230591,0.25722262263298035,0.2471311092376709,1.48273503780365,0.2771192491054535,5.438159942626953,2.511207103729248,2.453364133834839,1.0849130153656006,1.105509877204895,0.2273010015487671,0.1991572082042694,1.4752522706985474,0.28234463930130005,0.001
5.626570224761963,2.4980759620666504,2.520298719406128,0.9351215958595276,0.9481966495513916,0.24560977518558502,0.24085268378257751,1.4729111194610596,0.2764762043952942,4.475166320800781,2.496338129043579,2.461961269378662,0.8739439845085144,0.8257713317871094,0.19129255414009094,0.17661093175411224,1.4505813121795654,0.26425403356552124,0.001
5.519886493682861,2.5014355182647705,2.513279438018799,0.935863196849823,0.9104421734809875,0.2481396496295929,0.22709345817565918,1.4711588621139526,0.27477917075157166,4.840583324432373,2.5160670280456543,2.461907148361206,1.0974944829940796,0.8510640859603882,0.23214861750602722,0.1976054310798645,1.4891964197158813,0.27574098110198975,0.001
5.912443161010742,2.496675491333008,2.5147335529327393,0.9186556935310364,0.9393153786659241,0.2500709891319275,0.2623399794101715,1.4696115255355835,0.276181161403656,5.504203796386719,2.512582302093506,2.481318712234497,1.037739634513855,0.9010821580886841,0.22234340012073517,0.22893786430358887,1.4451333284378052,0.27525416016578674,0.001
5.799723148345947,2.4918277263641357,2.506650924682617,0.9140730500221252,0.8750081658363342,0.25009235739707947,0.24861915409564972,1.4798552989959717,0.2735053300857544,8.03970718383789,2.5167479515075684,2.4832186698913574,1.4225928783416748,1.432495355606079,0.29656022787094116,0.3868993818759918,1.4220184087753296,0.31045809388160706,0.001
5.758975982666016,2.4976489543914795,2.5070419311523438,0.9614264369010925,0.8874495029449463,0.2507745325565338,0.24310354888439178,1.467832326889038,0.27505791187286377,5.494141578674316,2.5271427631378174,2.4898927211761475,1.461891531944275,1.112194538116455,0.18802174925804138,0.2368524819612503,1.445847511291504,0.29494747519493103,0.001
6.067821502685547,2.4925920963287354,2.5114245414733887,0.9250893592834473,0.8851876854896545,0.2769755721092224,0.24894940853118896,1.4835777282714844,0.27542844414711,6.057259559631348,2.4932427406311035,2.4721665382385254,1.0438562631607056,1.010359287261963,0.23476414382457733,0.28409457206726074,1.474847674369812,0.28100916743278503,0.001
5.825673580169678,2.4889414310455322,2.5058705806732178,0.9000416398048401,0.9382715225219727,0.2707379162311554,0.23234868049621582,1.4707577228546143,0.2748064696788788,4.886263370513916,2.496260166168213,2.4580931663513184,1.021099328994751,0.8321288824081421,0.28585678339004517,0.14989182353019714,1.535786509513855,0.2736927568912506,0.001
5.486161231994629,2.4934115409851074,2.5055737495422363,0.8878702521324158,0.8808704614639282,0.23124323785305023,0.23498548567295074,1.4779390096664429,0.27176573872566223,6.988383769989014,2.5113565921783447,2.473741054534912,1.1572359800338745,1.048714280128479,0.38223740458488464,0.2849796712398529,1.4938217401504517,0.2915421724319458,0.001
5.515966892242432,2.4857821464538574,2.5034751892089844,0.8820517659187317,0.8914740681648254,0.2488856464624405,0.2138969451189041,1.4772191047668457,0.27153390645980835,4.786686420440674,2.5020837783813477,2.463745594024658,0.8946537971496582,0.7429988384246826,0.2816283106803894,0.13197672367095947,1.4854604005813599,0.2650551199913025,0.001
